Source,Target,Category,Kind,Subcategory Name,Elements of Subcategory,Specific Text from Privacy Policy
We (TikTok),Delivery Information,Transaction and Financial Information,Information You Provide,Delivery Information,"Shipping Address, Delivery Status","we collect information about the purchase or payment transaction, such as payment card information, billing, delivery, and contact information"
We (TikTok),Support and Feedback,Communication Data,Information You Provide,Support and Feedback,"Inquiries, Feedback or Reports, Policy Violation Reports","When you contact us, we collect the information you send us, such as proof of identity or age, feedback or inquiries about your use of the Platform or information about possible violations of our Terms of Service"
We (TikTok),Form Data,Personally Identifiable Information (PII),Information You Provide,Form Data,Information entered into forms on the Platform,We collect the Information You Provide when you fill in a form on the Platform.
We (TikTok),Device Information,Device and Technical Information,Automatically Collected Information,Device Information,"Device Model, Operating System, System Language, Device Identifiers (Device ID)","We collect certain device and network connection information when you access the Platform. This information includes your device model, operating system."
We (TikTok),Device Information,Device and Technical Information,Automatically Collected Information,Device Information,"Device Model, Operating System, System Language, Device Identifiers (Device ID)",We automatically assign you a device ID and user ID.
We (TikTok),Technical Diagnostics,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,"Crash Reports, Performance Logs, Keystroke Patterns or Rhythms","We also collect service-related, diagnostic, and performance information, including crash reports and performance logs."
We (TikTok),Network Information,Device and Technical Information,Automatically Collected Information,Network Information,IP Address,"We collect certain device and network connection information when you access the Platform. This information includes your device model, operating system, keystroke patterns or rhythms, IP address, and system language."
We (TikTok),Approximate Location,Location Data,Automatically Collected Information,Approximate Location,"Based on IP Address, Based on SIM Card Data","We automatically collect information about your approximate location (e.g., country, state, or city) based on your Technical Information (such as SIM card and IP address)."
We (TikTok),Precise Location,Location Data,Automatically Collected Information,Precise Location,GPS Data from Device Location Services,"Also, where you enable location services for the TikTok app within your device settings, we collect approximate location information from your device."
We (TikTok),Usage Information,Usage and Interaction Data,Automatically Collected Information,Usage Information,"Content Viewed, Duration and Frequency of Use, Interactions with Other Users","We collect information about how you engage with the Platform, including information about the content you view, the duration and frequency of your use, your engagement with other users"
We (TikTok),Search and Activity History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,"Search Queries, Browsing History","We collect information about how you engage with the Platform, including information about the content you view, the duration and frequency of your use, your engagement with other users, your search history and your settings."
We (TikTok),Inferred Attributes,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,"Age Range, Gender, Interests and Preferences",We infer your attributes (such as age-range and gender) and interests based on the information we have about you.
We (TikTok),Content Analysis,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,"Object and Scenery Recognition in Media, Facial and Body Part Detection, Speech-to-Text Transcriptions","We detect and collect characteristics and features about the videos, images, and audio recordings that are part of your User Content"
We (TikTok),Cookie Data,Cookies and Tracking Technologies,Automatically Collected Information,Cookie Data,"Cookie Identifiers, Session Tokens",We use cookies and similar tracking technologies to operate and provide the Platform.
We (TikTok),Tracking Information,Cookies and Tracking Technologies,Automatically Collected Information,Tracking Information,"Web Beacons, Pixel Tags","We use cookies and similar tracking technologies to operate and provide the Platform. For example, we use cookies to remember your language preferences, make sure you don’t see the same video more than once, and for security purposes. We also use these technologies for marketing purposes."
We (TikTok),Advertising and Analytics Partners Data,Third-Party and External Data,Information From Other Sources,Advertising and Analytics Partners Data,"Activities on Other Websites and Apps, Products or Services Purchased Elsewhere, Mobile Advertising Identifiers","Advertisers, measurement and other partners share information with us about you and the actions you have taken outside of the Platform"
We (TikTok),Third-Party Platforms Data,Third-Party and External Data,Information From Other Sources,Third-Party Platforms Data,"Data from TikTok Sign-In on Other Platforms, Interactions via TikTok Developer Tools","Third party platforms provide us with information (such as your email address, user ID, and public profile) when you choose to sign up for or log in to the Platform using sign-in features provided by those third parties."
We (TikTok),Third-Party Platforms Data,Third-Party and External Data,Information From Other Sources,Third-Party Platforms Data,"Data from TikTok Sign-In on Other Platforms, Interactions via TikTok Developer Tools","When you interact with any third party service (such as third party apps, websites or products) that integrate TikTok Developer Tools, we will receive the information necessary to provide you with features like cross-service authentication or cross-posting."
We (TikTok),Public and External Sources Data,Third-Party and External Data,Information From Other Sources,Public and External Sources Data,"Publicly Available Information, Data from Government or Professional Organizations, Information from Charities or Businesses","We may collect or receive information about you from organisations, businesses, people, and others, including, for example, publicly available sources, government authorities, professional organisations, and charity groups."
We (TikTok),Mentions in Content,Third-Party and External Data,Information From Other Sources,Mentions in Content,Information About You in Other Users' Content or Messages,"We also collect information about you where you are included or mentioned in User Content, Direct Messages"
Service Providers,Basic Personal Details,Personally Identifiable Information (PII),Information You Provide,Basic Personal Details,"Date of Birth, Email Address, Telephone Number, Username, Password","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Profile Information,Personally Identifiable Information (PII),Information You Provide,Profile Information,"Profile Photo, Bio","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Identification Documents,Personally Identifiable Information (PII),Information You Provide,Identification Documents,"Proof of Identity, Proof of Age","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Device Contacts,Contact Information,Information You Provide,Device Contacts,"Names from Phone Book, Phone Numbers, Email Addresses","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Social Network Contacts,Contact Information,Information You Provide,Social Network Contacts,"Public Profile Information from Social Networks, Names and Profiles of Social Network Contacts","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Contacts Provided by Others,Contact Information,Information You Provide,Contacts Provided by Others,Your Contact Information Synced by Other Users,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Media Content,User-Generated Content,Information You Provide,Media Content,"Photographs, Videos, Audio Recordings, Livestreams","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Textual Content,User-Generated Content,Information You Provide,Textual Content,"Comments, Hashtags, Feedback, Reviews","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Clipboard Content,User-Generated Content,Information You Provide,Clipboard Content,"Text, Images, and Videos from Device's Clipboard","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Content Metadata,User-Generated Content,Information You Provide,Content Metadata,"Creation Time and Date, Location of Content Creation, Creator Identity","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Direct Messages,Communication Data,Information You Provide,Direct Messages,"Message Content, Timestamps, Participants","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Merchant Communications,Communication Data,Information You Provide,Merchant Communications,"Chat with Merchants, Virtual Assistant Interactions during Purchases","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Support and Feedback,Communication Data,Information You Provide,Support and Feedback,"Inquiries, Feedback or Reports, Policy Violation Reports","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Payment Information,Transaction and Financial Information,Information You Provide,Payment Information,"Payment Card Details, Billing Information, Payment Confirmation Details","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Purchase Details,Transaction and Financial Information,Information You Provide,Purchase Details,"Items Purchased, Transaction Amounts, Purchase or Payment Dates","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Delivery Information,Transaction and Financial Information,Information You Provide,Delivery Information,"Shipping Address, Delivery Status","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Device Information,Device and Technical Information,Automatically Collected Information,Device Information,"Device Model, Operating System, System Language, Device Identifiers (Device ID)","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Network Information,Device and Technical Information,Automatically Collected Information,Network Information,"IP Address, Network Type","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,"Crash Reports, Performance Logs, Keystroke Patterns or Rhythms","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Approximate Location,Location Data,Automatically Collected Information,Approximate Location,"Based on IP Address, Based on SIM Card Data","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Precise Location,Location Data,Automatically Collected Information,Precise Location,GPS Data from Device Location Services,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Location Tags in Content,Location Data,Automatically Collected Information,Location Tags in Content,"Tagged Locations in Posts (e.g., Tourist Attractions, Shops)","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,"Content Viewed, Duration and Frequency of Use, Interactions with Other Users","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,"Search Queries, Browsing History","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,"Language Preferences, Notification Settings","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Cookie Data,Cookies and Tracking Technologies,Automatically Collected Information,Cookie Data,"Cookie Identifiers, Session Tokens","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Tracking Information,Cookies and Tracking Technologies,Automatically Collected Information,Tracking Information,"Web Beacons, Pixel Tags","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Inferred Attributes,Inferred and Analytical Data,Automatically Collected Information,Inferred Attributes,"Age Range, Gender, Interests and Preferences","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Content Analysis,Inferred and Analytical Data,Automatically Collected Information,Content Analysis,"Object and Scenery Recognition in Media, Facial and Body Part Detection, Speech-to-Text Transcriptions","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Behavioral Profiles,Inferred and Analytical Data,Automatically Collected Information,Behavioral Profiles,"Usage Patterns, Interaction Trends","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Advertising and Analytics Partners Data,Third-Party and External Data,Information From Other Sources,Advertising and Analytics Partners Data,"Activities on Other Websites and Apps, Products or Services Purchased Elsewhere, Mobile Advertising Identifiers","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Merchants and Service Providers Data,Third-Party and External Data,Information From Other Sources,Merchants and Service Providers Data,"Payment Confirmations, Delivery Updates","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Third-Party Platforms Data,Third-Party and External Data,Information From Other Sources,Third-Party Platforms Data,"Data from TikTok Sign-In on Other Platforms, Interactions via TikTok Developer Tools","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Public and External Sources Data,Third-Party and External Data,Information From Other Sources,Public and External Sources Data,"Publicly Available Information, Data from Government or Professional Organizations, Information from Charities or Businesses","We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Service Providers,Mentions in Content,Third-Party and External Data,Information From Other Sources,Mentions in Content,Information About You in Other Users' Content or Messages,"We share Information You Provide, Automatically Collected Information, and Information From Other Sources with these service providers as necessary to enable them to provide their services."
Third Party Platforms and Partners,Basic Personal Details,Personally Identifiable Information (PII),Information You Provide,Basic Personal Details,"Email Address, Username","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Device Information,Device and Technical Information,Automatically Collected Information,Device Information,"Device Model, Operating System, Device Identifiers (Device ID)","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms and Partners,Usage Information,Usage and Interaction Data,Automatically Collected Information,Usage Information,"Content Viewed, Interactions with Other Users","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Platforms,We (TikTok),Personally Identifiable Information (PII),Information You Provide,Basic Personal Details,"Date of Birth, Email Address, Telephone Number, Username, Password","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Personally Identifiable Information (PII),Information You Provide,Profile Information,"Profile Photo, Profile Bio","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Personally Identifiable Information (PII),Information You Provide,Identification Documents,"Proof of Identity, Proof of Age","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Contact Information,Information You Provide,Device Contacts,"The names on your phone book, Your contacts’ phone numbers, Your contacts’ email addresses","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Contact Information,Information You Provide,Social Network Contacts,"Your public Profile Information from Social Networks, Names and Profiles of Social Network Contacts","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Contact Information,Information You Provide,Contacts Provided by Others,Your Contact Information Synced by Other Users,"If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),User-Generated Content,Information You Provide,Media Content,"Photographs, Videos, Audio Recordings, Livestreams","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),User-Generated Content,Information You Provide,Textual Content,"Comments, Hashtags, Feedback, Reviews","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),User-Generated Content,Information You Provide,Clipboard Content,"Text, Images, and Videos from Device's Clipboard","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),User-Generated Content,Information You Provide,Content Metadata,"Creation Time and Date, Location of Content Creation, Creator Identity","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Communication Data,Information You Provide,Direct Messages,"Message Content, Timestamps (Sent, Received, Read), Participants","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Communication Data,Information You Provide,Merchant Communications,"Chat with Merchants, Virtual Assistant Interactions during Purchases","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Communication Data,Information You Provide,Support and Feedback,"Inquiries, Feedback or Reports, Policy Violation Reports","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Transaction and Financial Information,Information You Provide,Payment Information,"Payment Card Details, Billing Information, Payment Confirmation Details","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Transaction and Financial Information,Information You Provide,Purchase Details,"Items Purchased, Transaction Amounts, Purchase or Payment Dates","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,We (TikTok),Transaction and Financial Information,Information You Provide,Delivery Information,"Shipping Address, Delivery Status","If you log-in to a third party platform using your account, we will share your basic account information and any other Information You Provide."
Third Party Platforms,Technical Information,Device and Technical Information,Automatically Collected Information,Technical Information,Certain Technical Information,"If you sign-up or log-in to the Platform using your account details from a third party platform (such as Facebook or Google), we will share certain Technical Information to facilitate this."
Other Social Media Platforms,Media Content,User-Generated Content,Information You Provide,Media Content,"Photographs, Videos, Audio Recordings, Livestreams","If you share User Content you publish on the Platform on other social media platforms, we will share your User Content and related information."
Advertisers,Aggregated Statistics and Insights,Inferred and Analytical Data,Automatically Collected Information,Aggregated Statistics and Insights,"Number of views, likes, comments, shares","We provide advertisers with aggregate information about the performance of their ads and other content on the Platform in order to help them measure their effectiveness. We create this aggregate information using Information You Provide, Automatically Collected Information, and Information From Other Sources."
Advertisers,Your Information (with your permission),All Data Categories,,All Elements Listed,,We share your information directly with advertisers where you give us your permission.
Third Party Measurement Providers,Basic Personal Details,Personally Identifiable Information (PII),Information You Provide,Basic Personal Details,"Date of Birth, Email Address, Telephone Number, Username, Password","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Profile Information,Personally Identifiable Information (PII),Information You Provide,Profile Information,"Profile Photo, Profile Bio","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Media Content,User-Generated Content,Information You Provide,Media Content,"Photographs, Videos, Audio Recordings, Livestreams","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Textual Content,User-Generated Content,Information You Provide,Textual Content,"Comments, Hashtags, Feedback, Reviews","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Clipboard Content,User-Generated Content,Information You Provide,Clipboard Content,"Text, Images, and Videos from Device's Clipboard","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Content Metadata,User-Generated Content,Information You Provide,Content Metadata,"Creation Time and Date, Location of Content Creation, Creator Identity","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Direct Messages,Communication Data,Information You Provide,Direct Messages,"Message Content, Timestamps (Sent, Received, Read), Participants","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Device Contacts,Contact Information,Information You Provide,Device Contacts,"Names from Phone Book, Contacts' Phone Numbers, Contacts' Email Addresses","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Social Network Contacts,Contact Information,Information You Provide,Social Network Contacts,"Public Profile Information from Social Networks, Names and Profiles of Social Network Contacts","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Payment Information,Transaction and Financial Information,Information You Provide,Payment Information,"Payment Card Details, Billing Information, Payment Confirmation Details","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Purchase Details,Transaction and Financial Information,Information You Provide,Purchase Details,"Items Purchased, Transaction Amounts, Purchase or Payment Dates","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Delivery Information,Transaction and Financial Information,Information You Provide,Delivery Information,"Shipping Address, Delivery Status","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Device Information,Device and Technical Information,Automatically Collected Information,Device Information,"Device Model, Operating System, System Language, Device Identifiers (Device ID)","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Network Information,Device and Technical Information,Automatically Collected Information,Network Information,"IP Address, Network Type","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Technical Diagnostics,Device and Technical Information,Automatically Collected Information,Technical Diagnostics,"Crash Reports, Performance Logs, Keystroke Patterns or Rhythms","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Engagement Metrics,Usage and Interaction Data,Automatically Collected Information,Engagement Metrics,"Content Viewed, Duration and Frequency of Use, Interactions with Other Users","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Search and Activity History,Usage and Interaction Data,Automatically Collected Information,Search and Activity History,"Search Queries, Browsing History","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Settings and Preferences,Usage and Interaction Data,Automatically Collected Information,Settings and Preferences,"Language Preferences, Notification Settings","We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform.We share limited information which may include Information You Provide, Technical Information, and Usage Information with third party platforms and partners whose platform or services are integrated with the Platform."
Third Party Measurement Providers,Basic Personal Details,Personally Identifiable Information (PII),Information You Provide,Basic Personal Details,"Date of Birth, Email Address, Telephone Number, Username, Password","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
Third Party Measurement Providers,Profile Information,Personally Identifiable Information (PII),Information You Provide,Profile Information,"Profile Photo, Profile Bio","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
Third Party Measurement Providers,Media Content,User-Generated Content,Information You Provide,Media Content,"Photographs, Videos, Audio Recordings, Livestreams","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
Third Party Measurement Providers,Textual Content,User-Generated Content,Information You Provide,Textual Content,"Comments, Hashtags, Feedback, Reviews","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
Third Party Measurement Providers,Clipboard Content,User-Generated Content,Information You Provide,Clipboard Content,"Text, Images, and Videos from Device's Clipboard","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
Third Party Measurement Providers,Content Metadata,User-Generated Content,Information You Provide,Content Metadata,"Creation Time and Date, Location of Content Creation, Creator Identity","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
Third Party Measurement Providers,Direct Messages,Communication Data,Information You Provide,Direct Messages,"Message Content, Timestamps (Sent, Received, Read), Participants","We also share Information You Provide, Technical Information and Usage Information with third party measurement providers who help us measure advertising served on the Platform and help our advertisers determine how effective their ads have been."
